1/1/1985,,72.5052,,seasonal(M),residual(M),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/1985,,70.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/1985,,62.4502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/1985,,57.4714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/1985,,55.3151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/1985,,58.0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/1985,,62.6202,,,,,,,1.177935118,1.176293796,1.205682855,1.120267688,1.164677174,1.171125594,1.136374462,1.167285727,1.203895261,1.16859834,1.198161837,1.167436354,1.129411765,1.171862285,1.146092344,1.181292893,1.132423366,1.163399195,1.184668827,1.147107908,1.059011924,1.126146767,1.123441619,1.147314034,1.202043795,1.164190011,1.10132518,1.151616283,1.205575896,1.163141343,1.139085929,1.119637662,37.01652324,,,,37.01652324,1.156766351
8/1/1985,,63.2485,,,,,,,1.096410526,1.113415873,1.140951759,1.101802183,1.064849402,1.055431713,1.065054733,1.116862058,1.111572657,1.10448592,1.118310436,1.067777848,1.048382644,1.042850474,1.054107771,1.049339908,1.048682517,1.088194355,1.103656894,1.05426374,1.029306071,1.114327803,1.062014623,1.028642665,1.110647038,1.048863214,1.020115795,1.061235772,1.089805762,1.122349185,1.045995592,0.97558395,34.35529088,,,,34.35529088,1.07360284
9/1/1985,,60.5846,,,,,,,1.003750494,1.038008088,1.046904799,1.050109857,1.010165753,0.998190314,0.988892007,1.044058859,1.010876401,1.024751839,1.040724362,0.991149453,1.029651512,1.033642302,0.987165228,0.998182475,1.026780196,0.98973911,0.991104055,1.021887647,0.998161616,0.987665692,0.984509572,0.965998709,0.987056588,0.967397778,0.927709202,1.01612865,1.009993995,1.00774421,0.94206796,0.986196866,32.10636558,,,,32.10636558,1.003323925
10/1/1985,,56.3154,,,,,,,0.920582355,0.947856068,0.938253801,0.930011642,0.926177328,0.913762916,0.921553577,0.932043598,0.905453106,0.928044814,0.92130439,0.910156604,0.912491217,0.913948603,0.911855635,0.890409905,0.942146491,0.890959296,0.899641148,0.893211461,0.886898431,0.901801713,0.891807824,0.872687244,0.868229491,0.870111595,0.869315908,0.895339344,0.870936298,0.866085118,0.882805628,0.863051935,28.88893448,,,,28.88893448,0.902779203
11/1/1985,,58.0005,,,,,,,0.900299139,0.923894886,0.908229814,0.907278656,0.903917866,0.933267212,0.890534925,0.887205427,0.883557957,0.91741593,0.911780933,0.885159747,0.923858619,0.899978149,0.941137839,0.887969387,0.933700769,0.895003721,0.920734738,0.902317957,0.91021487,0.912586732,0.894765997,0.86879911,0.911347143,0.877585613,0.918935827,0.896209013,0.88792045,0.879819792,0.897018601,0.89848031,28.91092713,,,,28.91092713,0.903466473
12/1/1985,62.16566667,68.7145,1.105344858,,,,,,0.963875746,0.997441938,0.9886615,0.97383931,0.978070018,1.011163653,0.947757591,0.971117848,0.98922076,0.980126601,0.970691868,0.958161098,1.016923455,0.994518773,1.011519607,0.972965322,1.018240504,0.955523117,0.983935646,1.025856658,1.015532615,1.000535194,1.017061313,0.970485738,1.040773792,1.003068605,1.003341744,0.992457689,0.98089466,0.990822739,1.027332669,0.998294776,31.75021255,,,,31.75021255,0.992194142
1/1/1986,62.232375,73.3057,1.177935118,1.156766351,1.018299951,11.073325,,,1.05380651,1.07082534,1.069765828,1.051579231,1.045452499,1.077843393,1.03457891,1.067357801,1.055066876,1.073246608,1.018461862,1.059874218,1.09793129,1.099949576,1.068051957,1.03401282,1.112401417,1.072601359,1.049124483,1.110761399,1.118410487,1.068932662,1.080822284,1.04300038,1.116818613,1.11730087,1.122902239,1.088200597,1.04647264,1.074891063,1.128341461,1.098159645,34.42694632,,,,34.42694632,1.075842072
2/1/1986,62.00861667,67.9869,1.096410526,1.07360284,1.021244062,5.978283333,,,1.03153519,1.081617187,1.102895205,1.066902983,1.049695867,1.062848473,1.024611686,1.060436957,1.037648845,1.108880129,1.028555471,1.050569983,1.088241271,1.084882753,1.102578479,1.071284625,1.102033403,1.093477428,1.036511196,1.113576394,1.122228654,1.131450914,1.055239348,1.06308625,1.111199709,1.105855866,1.094741216,1.070198569,1.043028098,1.062804029,1.133377283,1.072367081,34.46436054,,,,34.46436054,1.077011267
3/1/1986,61.98960833,62.2221,1.003750494,1.003323925,1.000425156,0.232491667,,,0.97530604,0.985790004,0.978761194,0.983219979,0.990418919,0.987277099,0.969929857,0.961738534,0.957934133,0.969307655,0.940403734,0.977948636,1.013048451,0.981756932,1.005358466,0.952234993,1.007233561,0.972868945,0.971669626,1.003765049,0.966391209,1.0020108,0.961625187,0.956119386,0.981195474,0.96886345,0.966220969,0.980151165,0.967174124,0.978286671,1.007565127,0.974128866,31.29570423,,,,31.29570423,0.977990757
4/1/1986,61.95306667,57.0329,0.920582355,0.902779203,1.019720384,-4.920166667,,,0.918364268,0.924970995,0.914202724,0.93168062,0.912561601,0.921234864,0.925066487,0.897656632,0.900527748,0.9077992,0.886071492,0.922424245,0.92453805,0.907185262,0.9172483,0.89224979,0.934511489,0.906077038,0.90372458,0.907278509,0.911531212,0.915896637,0.896968841,0.901130504,0.871740708,0.879064566,0.902656595,0.905121162,0.889373124,0.879740945,0.897077798,0.923105519,29.0287815,,,,29.0287815,0.907149422
